
🇨🇳央视超清,#genre#
银河劲爆动作,http://111.63.77.77/gitv_live/GITV-HB-2/GITV-HB-2.m3u8?p=GITV&area=HBYD
银河热门动画,http://111.63.77.77/gitv_live/GITV-HB-3/GITV-HB-3.m3u8?p=GITV&area=HBYD
银河战争风云,http://111.63.77.77/gitv_live/GITV-HB-7/GITV-HB-7.m3u8?p=GITV&area=HBYD
银河家庭影院,http://111.63.77.77/gitv_live/GITV-HB-8/GITV-HB-8.m3u8?p=GITV&area=HBYD
银河大咖影院,http://111.63.77.77/gitv_live/GITV-HB-9/GITV-HB-9.m3u8?p=GITV&area=HBYD
動物星球,http://220.134.196.147:8512/http/116.50.42.18:8081/hls/70/812/ch37.m3u8
EVD高分电影放映厅HD,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
DVD电影院HD,http://117.148.179.159/PLTV/88888888/224/3221231640/index.m3u8
金庸武侠电影HD,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
葛优作品集, http://117.148.179.139/PLTV/88888888/224/3221231754/index.m3u8
午夜影院HD,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
女神经典HD,http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
翡翠HD,http://astream.apk1088.com:18888/channel.php?id=1350_4500&/PLTV/hls.smil.m3u8
CHC家庭影院,http://220.176.60.234:808/hls/99/index.m3u8
CHC动作影院,http://220.176.60.234:808/hls/100/index.m3u8
哈密_1蓝光,http://stream.hmgbtv.com/hm1/playlist.m3u8
哈密_2蓝光,http://stream.hmgbtv.com/hm2/playlist.m3u8
哈密_3蓝光,http://stream.hmgbtv.com/hm3/playlist.m3u8
EVD高分电影放映厅HD,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
DVD电影院HD,http://117.148.179.159/PLTV/88888888/224/3221231640/index.m3u8
金庸武侠电影HD,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
香港僵尸鬼电影合集HD,http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
影院HD,http://111.6.242.36/txpcdn.liveplay.egame.qq.com/live/3954_382971876.m3u8
红松黑莓,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8
CHC高清电影，http://220.176.60.234:808/hls/98/index.m3u8
CHC家庭影院,http://220.176.60.234:808/hls/99/index.m3u8
CHC动作影院,http://220.176.60.234:808/hls/100/index.m3u8
EVD高分电影放映厅HD,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
DVD电影院HD,http://117.148.179.159/PLTV/88888888/224/3221231640/index.m3u8
金庸武侠电影HD,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
香港僵尸鬼电影合集HD,http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
MIGU经典贺岁片,http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
MIGU古龙作品集,http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
MIGU追剧少女,http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8


🇭🇰极速岗奥泰,#genre#
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰资讯,http://180.97.123.180/1301-txt.otvstream.otvcloud.com/otv/skcc/live/channel52002/index.m3u8
凤凰中文,http://180.97.123.180/1301-txt.otvstream.otvcloud.com/otv/skcc/live/channel52003/index.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
卫视电影,http://220.134.196.147:8578/http/116.50.42.18:8081/hls/62/804/ch07.m3u8?token=
翡翠台,http://113.64.147.157:808/hls/67/index.m3u8
纬来电影台,http://211.23.114.106:8555/http/116.50.42.19:8081/hls/69/811/ch35.m3u8
天映频道,http://dllb.jxin122.top/jj.php?id=15&p=0&c=3&key=ced06b227baa54c961d63cc2c09dbc52
东森洋片,http://dllb.jxin122.top/jj.php?id=28&p=1&c=3&key=ced06b227baa54c961d63cc2c09dbc52
龍华戏剧,http://211.23.114.106:8534/http/59.120.8.187:8066/hls/210/10010/cstv10.m3u8
好莱坞电影,http://211.23.114.106:8554/http/116.50.42.19:8081/hls/74/816/ch55.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://59.44.10.116:9901/tsfile/live/1021_1.m3u8
凤凰中文,http://59.44.10.116:9901/tsfile/live/1022_1.m3u8
凤凰资讯,http://iptv.tvfix.org/hls/fhzx.m3u8
凤凰中文,http://iptv.tvfix.org/hls/fhzw.m3u8
凤凰电影,http://iptv.tvfix.org/hls/fhdy.m3u8
TVB J2,http://kkmix1.f3322.net:762/hls/ch1/s.m3u8
無綫stock,http://kkmix1.f3322.net:825/hls/ch2/s.m3u8
無綫新聞,http://kkmix1.f3322.net:762/hls/ch2/s.m3u8
凤凰资讯,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8$JS1080P
凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8$JS1080P
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
C+,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/03.m3u8
国家地理,http://iptv.tvfix.org/hls/natlgeo.m3u8
瞬间看地球,http://iptv.tvfix.org/hls/earth.m3u8
Channel V,http://iptv.tvfix.org/hls/channelv.m3u8
星空卫视,http://iptv.tvfix.org/hls/startv.m3u8
Star Sports,http://iptv.tvfix.org/hls/starsports.m3u8
中视,rtmp://59.124.75.138/sat/tv091
中视,rtmp://59.124.75.157/sat/tv091
中视,rtmp://59.124.75.157:1935/sat/tv091
华视,rtmp://59.124.75.157:1935/sat/tv111
华视,rtmp://59.124.75.138/sat/tv111
华视,rtmp://59.124.75.157/sat/tv111
民视,rtmp://59.124.75.138/sat/tv051
民视,rtmp://59.124.75.157/sat/tv051
民视,rtmp://59.124.75.157:1935/sat/tv051
台视,rtmp://59.124.75.157:1935/sat/tv071
台视,rtmp://59.124.75.138/sat/tv071
台视,rtmp://59.124.75.157/sat/tv071
TVBS新闻,rtmp://59.124.75.138/sat/tv551
TVBS新闻,rtmp://59.124.75.157/sat/tv551
TVBS新闻,rtmp://59.124.75.157:1935/sat/tv551
TVBS欢乐,rtmp://59.124.75.157:1935/sat/tv421
TVBS欢乐,rtmp://59.124.75.138/sat/tv421
TVBS欢乐,rtmp://59.124.75.157/sat/tv421
东森新闻,rtmp://59.124.75.138/sat/tv571
东森新闻,rtmp://59.124.75.157/sat/tv571
东森财经,rtmp://59.124.75.157:1935/sat/tv571
寰宇新闻,http://fuck.ke22.aihost69.top/play/63.m3u8
爱尔达体育1,rtmp://59.124.75.138/sat/md011
爱尔达体育1,rtmp://59.124.75.157/sat/md011
爱尔达体育3,rtmp://59.124.75.138/sat/md021
爱尔达体育3,rtmp://59.124.75.157/sat/md021
ELEVEN体育一台,rtmp://59.124.75.138/sat/tv731
ELEVEN体育一台,rtmp://59.124.75.157/sat/tv731
ELEVEN体育二台,rtmp://59.124.75.138/sat/tv741
ELEVEN体育二台,rtmp://59.124.75.157/sat/tv741
ELEVEN体育二台,rtmp://59.124.75.138/sat/md041
ELEVEN体育二台,rtmp://59.124.75.157/sat/md041
MoMo综合台,rtmp://59.124.75.138/sat/tv761
MoMo综合台,rtmp://59.124.75.157/sat/tv761
w育乐,rtmp://59.124.75.138/sat/tv701
w育乐,rtmp://59.124.75.157/sat/tv701
w体育,rtmp://59.124.75.157/sat/tv721
w育乐,rtmp://59.124.75.157:1935/sat/tv701
w育乐,http://211.23.114.106:8562/http/116.50.42.19:8081/hls/68/810/ch30.m3u8
爱尔体育,rtmp://59.124.75.157:1935/sat/md011
w体育,http://211.23.114.106:8563/http/59.120.8.187:8081/hls/67/809/ch28.m3u8
w日本,rtmp://59.124.75.157/sat/tv771
MoMo台,rtmp://59.124.75.157:1935/sat/tv761
FOX频道,http://211.23.114.106:8561/http/116.50.42.19:8081/hls/61/803/ch02.m3u8


🎥影视精选,#genre#
电影台,http://211.23.114.106:8555/http/116.50.42.19:8081/hls/69/811/ch35.m3u8
龙华电影台,http://211.23.114.106:8556/http/116.50.42.19:8066/hls/210/10014/cstv14.m3u8
4K纪录片,http://zzy789.xyz/douyu1.php?id=4360438
龙祥电影,http://27.47.68.243:808/hls/38/index.m3u8
私人影院,http://27.47.68.243:808/hls/57/index.m3u8
东森电影,http://27.47.68.243:808/hls/58/index.m3u8
东森洋片,http://27.47.68.243:808/hls/59/index.m3u8
国产电影,http://27.47.68.243:808/hls/61/index.m3u8
天映经典,http://27.47.68.243:808/hls/62/index.m3u8
科幻電影,http://121.51.249.99/txdirect.hls.huya.com/src/1423782061-1423782061-6115097388626477056-2847687578-10057-A-0-1.m3u8 
傑森·斯坦森,http://121.51.249.99/txdirect.hls.huya.com/src/1099531752779-1099531752779-86436229716901888-2199063629014-10057-A-0-1.m3u8
UHD影厅,http://103.140.229.13/BOBO/bibi.php?id=22449693
惊悚悬疑,http://39.135.138.60:18890/PLTV/88888910/224/3221225717/index.m3u8
精品电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8
經典影艺,http://103.140.229.13/BOBO/bibi.php?id=608888
經典功夫,http://103.140.229.13/BOBO/bibi.php?id=21715386
經典电影,http://103.140.229.13/BOBO/bibi.php?id=23285297
邵氏经典影视,http://2.liguantun1.sinaapp.com/douyu.php?id=4246519
邵氏老电影台,http://106.53.212.251/daili/bili.php?id=21759196
经典影视台,http://106.53.212.251/daili/bili.php?id=23169468
CHC家庭影院,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC动作电影,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC高清电影,http://39.134.18.65/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC高清电影,http://39.134.18.65/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC家庭影院,http://39.134.18.65/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC动作影院,http://39.134.18.65/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC动作电影,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
吴三桂戏陈圆圆,https://video.dious.cc/20200803/OgfK7C8f/1000kb/hls/index.m3u8
東森電影,http://host496323.us.ooqr.com/pltv/gdgz.php?id=dsdy&upt=7e4f8041b306488a
東森洋片,http://host496323.us.ooqr.com/pltv/gdgz.php?id=dsyp&upt=7e4f8041b306488a
龍翔電影,http://host496323.us.ooqr.com/pltv/gdgz.php?id=lxsd&upt=7e4f8041b306488a
4K剧场,http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8 
爱情公寓,http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8 
军旅剧场,http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
SNH48剧场公演,http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8 
红色谍战剧场,http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8 
少林剧场,http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8 
神探狄仁杰,http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8 
黄金剧场,http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8 
追剧少女,http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8 
古龙作品集,http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
经典贺岁片,http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8 
武侠剧场,http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8

🚲SMG精选,#genre#
新视觉,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xsjhd/4000000/mnf.m3u8
全纪实,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/qjshd/4000000/mnf.m3u8
幸福彩,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xfchd/4000000/mnf.m3u8
五星体育,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/ssty/4000000/mnf.m3u8
劲爆体育,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
魅力足球,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/mlyyhd/4000000/mnf.m3u8
极速汽车,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jsqchd/4000000/mnf.m3u8
东方影视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dsjpdhd/4000000/mnf.m3u8
欢笑剧场,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hxjchd/4000000/mnf.m3u8
动漫秀场,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dmxchd/4000000/mnf.m3u8
游戏风云,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/yxfyhd/4000000/mnf.m3u8
新闻综合,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xwzhhd/4000000/mnf.m3u8
纪实人文,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jspdhd/4000000/mnf.m3u8
生活时尚,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/shsshd/4000000/mnf.m3u8
都市剧场,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dsjchd/4000000/mnf.m3u8
ICS外语,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/wypdhd/4000000/mnf.m3u8
上海都市,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/ylpdhd/4000000/mnf.m3u8
哈哈炫动,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hhxdhd/4000000/mnf.m3u8
第一财经,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dycjhd/4000000/mnf.m3u8
百事通体育①,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hdnba1/4000000/mnf.m3u8
百事通体育②,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hdnba2/4000000/mnf.m3u8
百事通体育③,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hdnba3/4000000/mnf.m3u8
百事通体育④,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hdnba4/4000000/mnf.m3u8
百事通体育⑤,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hdnba5/4000000/mnf.m3u8
百事通体育⑥,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hdnba6/4000000/mnf.m3u8
百事通体育⑦,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hdnba7/4000000/mnf.m3u8


🎇中国蓝,#genre#
01中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
02中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
03中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
04中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
05中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
06中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
07中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
08中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
09中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8
10中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
11中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel11/1080p.m3u8
12中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8
13中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
14中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel14/1080p.m3u8
15中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel15/1080p.m3u8
16中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel16/1080p.m3u8
17中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel18/1080p.m3u8
18中国蓝,http://hw-m-l.cztv.com/channels/lantian/channel17/1080p.m3u8



X👙_0222,#genre#
松视2台,https://flv3948069e.live.126.net/live/sytv_56830b3d6e8464f8479dde69be773622.flv
松视3台,https://flv3948069e.live.126.net/live/sytv_ca330b8dfe8461e4b3bdde39ce773e83.flv
潘多拉1,https://flv3948069e.live.126.net/live/sytv_30630b464e846ca2cb9ddefe0e773e87.flv
01,https://video.huishenghuo888888.com/jingpin/20210926/rlEoPZGN/index.m3u8
02,https://video.huishenghuo888888.com/jingpin/20210926/LOSXPros/index.m3u8
03,https://video.huishenghuo888888.com/jingpin/20210925/LOH0j0wd/index.m3u8
04,https://video.huishenghuo888888.com/jingpin/20210925/BpS94zGo/index.m3u8
05,https://video.huishenghuo888888.com/jingpin/20210926/I9Viauax/index.m3u8
06,https://video.huishenghuo888888.com/jingpin/20210926/GPRCIRXY/index.m3u8
07,https://vod.hjbfq1.com/20210905/Tfl9r3vA//1000kb/hls/index.m3u8
08,https://video.huishenghuo888888.com/jingpin/20210926/jvBVw62x/index.m3u8
09,https://video.huishenghuo888888.com/jingpin/20210925/vHEerDKH/index.m3u8
10,https://video.huishenghuo888888.com/putong/20210926/QuTTxilZ/index.m3u8
11,https://video.huishenghuo888888.com/jingpin/20210926/E6OUH49V/index.m3u8
12,https://video.huishenghuo888888.com/jingpin/20210907/dXAeIndo/index.m3u8
13,https://video.huishenghuo888888.com/jingpin/20210908/phJjnW64/index.m3u8
14,https://video.huishenghuo888888.com/jingpin/20210907/jdT61Obm/index.m3u8
15,https://vod.hjbfq1.com/20210905/Wl1qjSsS/1000kb/hls/index.m3u8
16,https://vod.hjbfq1.com/20210905/QSPm1Ols/1000kb/hls/index.m3u8
17,https://vod.hjbfq1.com/20210905/fptImDzw/1000kb/hls/index.m3u8
18,https://vod.hjbfq1.com/20210905/utFooJlH/1000kb/hls/index.m3u8
19,https://vod.hjbfq1.com/20210905/XnRpVNEK/1000kb/hls/index.m3u8
20,https://vod.hjbfq1.com/20210905/spf5BEY8/1000kb/hls/index.m3u8
21,https://video.huishenghuo888888.com/jingpin/20210907/Xtx1jHcD/index.m3u8
22,https://video.huishenghuo888888.com/jingpin/20210907/eg0F8m2u/index.m3u8
23,https://vod.hjbfq1.com/20210905/E7CWIyez/1000kb/hls/index.m3u8
24,https://vod.hjbfq1.com/20210905/9wID2A58/1000kb/hls/index.m3u8
25,https://video2.caomin5168.com/20190819/dFdCfgtk/index.m3u8
26,https://video.huishenghuo888888.com/jingpin/20210907/3zFXEibt/index.m3u8
27,https://video.huishenghuo888888.com/jingpin/20210907/ZJmtICU5/index.m3u8
28,https://video.huishenghuo888888.com/jingpin/20210907/hiMBPeJx/index.m3u8
29,https://vod.hjbfq1.com/20210905/WP5YCNkJ/1000kb/hls/index.m3u8
30,https://video.huishenghuo888888.com/jingpin/20210907/pCfVjJ2A/index.m3u8
31,https://video.huishenghuo888888.com/jingpin/20210907/lprHEA6a/index.m3u8
32,https://video.huishenghuo888888.com/jingpin/20210907/LrSPdaTB/index.m3u8
33,https://vod.hjbfq1.com/20210905/gxJzZ7AX/1000kb/hls/index.m3u8
34,https://video.huishenghuo888888.com/jingpin/20210907/WrqZGZV1/index.m3u8
35,https://vod.hjbfq1.com/20210905/9miDJrxV/1000kb/hls/index.m3u8
36,https://vod.hjbfq1.com/20210905/zfjQBF6y/1000kb/hls/index.m3u8
37,https://vod.hjbfq1.com/20210905/j84QLJGp/1000kb/hls/index.m3u8
38,https://video.huishenghuo888888.com/jingpin/20210907/6lcbvHSz/index.m3u8
39,https://video.huishenghuo888888.com/jingpin/20210907/zMzoI8Zr/index.m3u8
40,https://video.huishenghuo888888.com/jingpin/20210907/4ciJll5c/index.m3u8
41,https://vod.hjbfq1.com/20210905/xz1Rnw3f/1000kb/hls/index.m3u8
42,https://video.huishenghuo888888.com/jingpin/20210828/l6DAVusP/index.m3u8
43,https://video.huishenghuo888888.com/jingpin/20210828/if3D2IM2/index.m3u8
44,https://video.huishenghuo888888.com/jingpin/20210828/lvBaxkrh/index.m3u8
45,https://video.huishenghuo888888.com/jingpin/20210828/qTIupDfX/index.m3u8
46,https://video.huishenghuo888888.com/jingpin/20210828/SaJjKeSK/index.m3u8
47,https://video.huishenghuo888888.com/jingpin/20210828/VFJD4phM/index.m3u8
48,https://video.huishenghuo888888.com/jingpin/20210828/8QpDOdTm/index.m3u8
49,https://video.huishenghuo888888.com/jingpin/20210828/rNITvlHd/index.m3u8
50,https://video.huishenghuo888888.com/jingpin/20210828/QJKP1ttU/index.m3u8

